period,number,category,colour,timestamp,patternUsed
20260614100010395,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010396,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010397,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010398,8,BIG,RED,1781801476,daily_1k_history
20260614100010399,4,SMALL,RED,1781801476,daily_1k_history
20260614100010400,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010401,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010402,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010403,4,SMALL,RED,1781801476,daily_1k_history
20260614100010404,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010405,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010406,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010407,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010408,4,SMALL,RED,1781801476,daily_1k_history
20260614100010409,8,BIG,RED,1781801476,daily_1k_history
20260614100010410,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010411,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010412,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010413,6,BIG,RED,1781801476,daily_1k_history
20260614100010414,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010415,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010416,2,SMALL,RED,1781801476,daily_1k_history
20260614100010417,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010418,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010419,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010420,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010421,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010422,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010423,4,SMALL,RED,1781801476,daily_1k_history
20260614100010424,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010425,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010426,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010427,8,BIG,RED,1781801476,daily_1k_history
20260614100010428,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010429,6,BIG,RED,1781801476,daily_1k_history
20260614100010430,2,SMALL,RED,1781801476,daily_1k_history
20260614100010431,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010432,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010433,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010434,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010435,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010436,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010437,8,BIG,RED,1781801476,daily_1k_history
20260614100010438,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010439,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010440,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010441,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010442,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010443,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010444,4,SMALL,RED,1781801476,daily_1k_history
20260614100010445,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010446,4,SMALL,RED,1781801476,daily_1k_history
20260614100010447,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010448,2,SMALL,RED,1781801476,daily_1k_history
20260614100010449,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010450,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010451,6,BIG,RED,1781801476,daily_1k_history
20260614100010452,6,BIG,RED,1781801476,daily_1k_history
20260614100010453,4,SMALL,RED,1781801476,daily_1k_history
20260614100010454,8,BIG,RED,1781801476,daily_1k_history
20260614100010455,6,BIG,RED,1781801476,daily_1k_history
20260614100010456,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010457,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010458,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010459,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010460,2,SMALL,RED,1781801476,daily_1k_history
20260614100010461,6,BIG,RED,1781801476,daily_1k_history
20260614100010462,6,BIG,RED,1781801476,daily_1k_history
20260614100010463,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010464,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010465,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010466,4,SMALL,RED,1781801476,daily_1k_history
20260614100010467,4,SMALL,RED,1781801476,daily_1k_history
20260614100010468,4,SMALL,RED,1781801476,daily_1k_history
20260614100010469,6,BIG,RED,1781801476,daily_1k_history
20260614100010470,2,SMALL,RED,1781801476,daily_1k_history
20260614100010471,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010472,6,BIG,RED,1781801476,daily_1k_history
20260614100010473,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010474,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010475,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010476,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010477,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010478,8,BIG,RED,1781801476,daily_1k_history
20260614100010479,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010480,6,BIG,RED,1781801476,daily_1k_history
20260614100010481,6,BIG,RED,1781801476,daily_1k_history
20260614100010482,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010483,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010484,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010485,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010486,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010487,4,SMALL,RED,1781801476,daily_1k_history
20260614100010488,6,BIG,RED,1781801476,daily_1k_history
20260614100010489,4,SMALL,RED,1781801476,daily_1k_history
20260614100010490,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010491,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010492,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010493,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010494,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010495,6,BIG,RED,1781801476,daily_1k_history
20260614100010496,4,SMALL,RED,1781801476,daily_1k_history
20260614100010497,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010498,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010499,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010500,4,SMALL,RED,1781801476,daily_1k_history
20260614100010501,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010502,4,SMALL,RED,1781801476,daily_1k_history
20260614100010503,6,BIG,RED,1781801476,daily_1k_history
20260614100010504,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010505,4,SMALL,RED,1781801476,daily_1k_history
20260614100010506,6,BIG,RED,1781801476,daily_1k_history
20260614100010507,2,SMALL,RED,1781801476,daily_1k_history
20260614100010508,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010509,8,BIG,RED,1781801476,daily_1k_history
20260614100010510,4,SMALL,RED,1781801476,daily_1k_history
20260614100010511,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010512,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010513,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010514,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010515,4,SMALL,RED,1781801476,daily_1k_history
20260614100010516,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010517,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010518,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010519,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010520,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010521,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010522,6,BIG,RED,1781801476,daily_1k_history
20260614100010523,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010524,6,BIG,RED,1781801476,daily_1k_history
20260614100010525,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010526,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010527,4,SMALL,RED,1781801476,daily_1k_history
20260614100010528,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010529,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010530,8,BIG,RED,1781801476,daily_1k_history
20260614100010531,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010532,8,BIG,RED,1781801476,daily_1k_history
20260614100010533,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010534,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010535,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010536,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010537,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010538,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010539,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010540,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010541,4,SMALL,RED,1781801476,daily_1k_history
20260614100010542,6,BIG,RED,1781801476,daily_1k_history
20260614100010543,6,BIG,RED,1781801476,daily_1k_history
20260614100010544,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010545,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010546,4,SMALL,RED,1781801476,daily_1k_history
20260614100010547,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010548,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010549,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010550,4,SMALL,RED,1781801476,daily_1k_history
20260614100010551,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010552,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010553,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010554,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010555,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010556,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010557,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010558,8,BIG,RED,1781801476,daily_1k_history
20260614100010559,8,BIG,RED,1781801476,daily_1k_history
20260614100010560,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010561,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010562,2,SMALL,RED,1781801476,daily_1k_history
20260614100010563,8,BIG,RED,1781801476,daily_1k_history
20260614100010564,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010565,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010566,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010567,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010568,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010569,2,SMALL,RED,1781801476,daily_1k_history
20260614100010570,2,SMALL,RED,1781801476,daily_1k_history
20260614100010571,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010572,4,SMALL,RED,1781801476,daily_1k_history
20260614100010573,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010574,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010575,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010576,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010577,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010578,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010579,6,BIG,RED,1781801476,daily_1k_history
20260614100010580,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010581,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010582,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010583,6,BIG,RED,1781801476,daily_1k_history
20260614100010584,2,SMALL,RED,1781801476,daily_1k_history
20260614100010585,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010586,4,SMALL,RED,1781801476,daily_1k_history
20260614100010587,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010588,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010589,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010590,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010591,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010592,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010593,4,SMALL,RED,1781801476,daily_1k_history
20260614100010594,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010595,2,SMALL,RED,1781801476,daily_1k_history
20260614100010596,6,BIG,RED,1781801476,daily_1k_history
20260614100010597,2,SMALL,RED,1781801476,daily_1k_history
20260614100010598,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010599,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010600,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010601,6,BIG,RED,1781801476,daily_1k_history
20260614100010602,6,BIG,RED,1781801476,daily_1k_history
20260614100010603,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010604,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010605,6,BIG,RED,1781801476,daily_1k_history
20260614100010606,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010607,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010608,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010609,8,BIG,RED,1781801476,daily_1k_history
20260614100010610,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010611,4,SMALL,RED,1781801476,daily_1k_history
20260614100010612,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010613,2,SMALL,RED,1781801476,daily_1k_history
20260614100010614,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010615,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010616,4,SMALL,RED,1781801476,daily_1k_history
20260614100010617,4,SMALL,RED,1781801476,daily_1k_history
20260614100010618,6,BIG,RED,1781801476,daily_1k_history
20260614100010619,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010620,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010621,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010622,2,SMALL,RED,1781801476,daily_1k_history
20260614100010623,6,BIG,RED,1781801476,daily_1k_history
20260614100010624,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010625,8,BIG,RED,1781801476,daily_1k_history
20260614100010626,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010627,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010628,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010629,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010630,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010631,2,SMALL,RED,1781801476,daily_1k_history
20260614100010632,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010633,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010634,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010635,6,BIG,RED,1781801476,daily_1k_history
20260614100010636,4,SMALL,RED,1781801476,daily_1k_history
20260614100010637,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010638,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010639,6,BIG,RED,1781801476,daily_1k_history
20260614100010640,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010641,6,BIG,RED,1781801476,daily_1k_history
20260614100010642,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010643,2,SMALL,RED,1781801476,daily_1k_history
20260614100010644,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010645,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010646,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010647,4,SMALL,RED,1781801476,daily_1k_history
20260614100010648,8,BIG,RED,1781801476,daily_1k_history
20260614100010649,4,SMALL,RED,1781801476,daily_1k_history
20260614100010650,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010651,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010652,6,BIG,RED,1781801476,daily_1k_history
20260614100010653,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010654,4,SMALL,RED,1781801476,daily_1k_history
20260614100010655,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010656,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010657,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010658,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010659,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010660,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010661,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010662,2,SMALL,RED,1781801476,daily_1k_history
20260614100010663,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010664,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010665,2,SMALL,RED,1781801476,daily_1k_history
20260614100010666,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010667,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010668,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010669,4,SMALL,RED,1781801476,daily_1k_history
20260614100010670,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010671,6,BIG,RED,1781801476,daily_1k_history
20260614100010672,6,BIG,RED,1781801476,daily_1k_history
20260614100010673,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010674,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010675,2,SMALL,RED,1781801476,daily_1k_history
20260614100010676,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010677,4,SMALL,RED,1781801476,daily_1k_history
20260614100010678,4,SMALL,RED,1781801476,daily_1k_history
20260614100010679,8,BIG,RED,1781801476,daily_1k_history
20260614100010680,2,SMALL,RED,1781801476,daily_1k_history
20260614100010681,8,BIG,RED,1781801476,daily_1k_history
20260614100010682,4,SMALL,RED,1781801476,daily_1k_history
20260614100010683,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010684,4,SMALL,RED,1781801476,daily_1k_history
20260614100010685,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010686,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010687,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010688,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010689,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010690,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010691,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010692,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010693,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010694,8,BIG,RED,1781801476,daily_1k_history
20260614100010695,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010696,8,BIG,RED,1781801476,daily_1k_history
20260614100010697,8,BIG,RED,1781801476,daily_1k_history
20260614100010698,4,SMALL,RED,1781801476,daily_1k_history
20260614100010699,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010700,2,SMALL,RED,1781801476,daily_1k_history
20260614100010701,4,SMALL,RED,1781801476,daily_1k_history
20260614100010702,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010703,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010704,4,SMALL,RED,1781801476,daily_1k_history
20260614100010705,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010706,8,BIG,RED,1781801476,daily_1k_history
20260614100010707,8,BIG,RED,1781801476,daily_1k_history
20260614100010708,8,BIG,RED,1781801476,daily_1k_history
20260614100010709,2,SMALL,RED,1781801476,daily_1k_history
20260614100010710,6,BIG,RED,1781801476,daily_1k_history
20260614100010711,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010712,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010713,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010714,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010715,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010716,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010717,6,BIG,RED,1781801476,daily_1k_history
20260614100010718,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010719,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010720,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010721,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010722,4,SMALL,RED,1781801476,daily_1k_history
20260614100010723,6,BIG,RED,1781801476,daily_1k_history
20260614100010724,2,SMALL,RED,1781801476,daily_1k_history
20260614100010725,8,BIG,RED,1781801476,daily_1k_history
20260614100010726,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010727,4,SMALL,RED,1781801476,daily_1k_history
20260614100010728,8,BIG,RED,1781801476,daily_1k_history
20260614100010729,2,SMALL,RED,1781801476,daily_1k_history
20260614100010730,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010731,2,SMALL,RED,1781801476,daily_1k_history
20260614100010732,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010733,2,SMALL,RED,1781801476,daily_1k_history
20260614100010734,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010735,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010736,4,SMALL,RED,1781801476,daily_1k_history
20260614100010737,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010738,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010739,4,SMALL,RED,1781801476,daily_1k_history
20260614100010740,4,SMALL,RED,1781801476,daily_1k_history
20260614100010741,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010742,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010743,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010744,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010745,6,BIG,RED,1781801476,daily_1k_history
20260614100010746,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010747,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010748,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010749,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010750,2,SMALL,RED,1781801476,daily_1k_history
20260614100010751,2,SMALL,RED,1781801476,daily_1k_history
20260614100010752,4,SMALL,RED,1781801476,daily_1k_history
20260614100010753,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010754,2,SMALL,RED,1781801476,daily_1k_history
20260614100010755,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010756,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010757,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010758,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010759,4,SMALL,RED,1781801476,daily_1k_history
20260614100010760,6,BIG,RED,1781801476,daily_1k_history
20260614100010761,6,BIG,RED,1781801476,daily_1k_history
20260614100010762,2,SMALL,RED,1781801476,daily_1k_history
20260614100010763,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010764,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010765,2,SMALL,RED,1781801476,daily_1k_history
20260614100010766,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010767,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010768,8,BIG,RED,1781801476,daily_1k_history
20260614100010769,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010770,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010771,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010772,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010773,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010774,8,BIG,RED,1781801476,daily_1k_history
20260614100010775,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010776,8,BIG,RED,1781801476,daily_1k_history
20260614100010777,4,SMALL,RED,1781801476,daily_1k_history
20260614100010778,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010779,6,BIG,RED,1781801476,daily_1k_history
20260614100010780,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010781,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010782,8,BIG,RED,1781801476,daily_1k_history
20260614100010783,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010784,4,SMALL,RED,1781801476,daily_1k_history
20260614100010785,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010786,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010787,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010788,2,SMALL,RED,1781801476,daily_1k_history
20260614100010789,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010790,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010791,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010792,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010793,6,BIG,RED,1781801476,daily_1k_history
20260614100010794,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010795,2,SMALL,RED,1781801476,daily_1k_history
20260614100010796,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010797,4,SMALL,RED,1781801476,daily_1k_history
20260614100010798,2,SMALL,RED,1781801476,daily_1k_history
20260614100010799,6,BIG,RED,1781801476,daily_1k_history
20260614100010800,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010801,2,SMALL,RED,1781801476,daily_1k_history
20260614100010802,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010803,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010804,4,SMALL,RED,1781801476,daily_1k_history
20260614100010805,2,SMALL,RED,1781801476,daily_1k_history
20260614100010806,4,SMALL,RED,1781801476,daily_1k_history
20260614100010807,8,BIG,RED,1781801476,daily_1k_history
20260614100010808,8,BIG,RED,1781801476,daily_1k_history
20260614100010809,8,BIG,RED,1781801476,daily_1k_history
20260614100010810,4,SMALL,RED,1781801476,daily_1k_history
20260614100010811,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010812,4,SMALL,RED,1781801476,daily_1k_history
20260614100010813,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010814,9,BIG,GREEN,1781801476,daily_1k_history
20260614100010815,3,SMALL,GREEN,1781801476,daily_1k_history
20260614100010816,8,BIG,RED,1781801476,daily_1k_history
20260614100010817,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010818,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010819,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260614100010820,2,SMALL,RED,1781801476,daily_1k_history
20260614100010821,2,SMALL,RED,1781801476,daily_1k_history
20260614100010822,6,BIG,RED,1781801476,daily_1k_history
20260614100010823,8,BIG,RED,1781801476,daily_1k_history
20260614100010824,1,SMALL,GREEN,1781801476,daily_1k_history
20260614100010825,6,BIG,RED,1781801476,daily_1k_history
20260614100010826,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260614100010827,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010828,7,BIG,GREEN,1781801476,daily_1k_history
20260614100010829,6,BIG,RED,1781801476,daily_1k_history
20260614100010830,6,BIG,RED,1781801476,daily_1k_history
20260614100010831,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
